activation_composition,architecture,mean_test_accuracy,std_test_accuracy,best_test_accuracy,n_trials,epochs,batch_size
"(('softplus', 'softplus', 'tanh', 'tanh', 'tanh'), ('softplus', 'tanh', 'tanh', 'tanh', 'tanh', 'tanh', 'tanh'))","[5, 7]",0.87942,0.006543821513458315,0.8874,5,10,128
"(('leaky_relu', 'relu', 'relu', 'softplus', 'softplus', 'softplus', 'softplus'), ('leaky_relu', 'relu', 'relu', 'relu', 'tanh'))","[7, 5]",0.9004800000000002,0.002682088738278405,0.9037,5,10,128
"(('leaky_relu', 'leaky_relu', 'leaky_relu', 'softplus', 'tanh'), ('leaky_relu', 'leaky_relu', 'relu', 'relu', 'relu', 'relu', 'softplus'))","[5, 7]",0.87828,0.01798325888152644,0.8942,5,10,128
"(('leaky_relu', 'relu', 'softplus', 'softplus', 'tanh'), ('leaky_relu', 'relu', 'relu', 'softplus', 'tanh', 'tanh', 'tanh'))","[5, 7]",0.87582,0.00495394792059826,0.8814,5,10,128
"(('leaky_relu', 'tanh', 'tanh', 'tanh', 'tanh', 'tanh', 'tanh'), ('softplus', 'tanh', 'tanh', 'tanh', 'tanh'))","[7, 5]",0.89316,0.007847955147680202,0.9043,5,10,128
"(('relu', 'relu', 'softplus', 'softplus', 'softplus', 'tanh'), ('leaky_relu', 'leaky_relu', 'softplus', 'softplus', 'tanh', 'tanh'))","[6, 6]",0.89114,0.015128859838071057,0.9073,5,10,128
"(('leaky_relu', 'leaky_relu', 'softplus', 'tanh', 'tanh', 'tanh'), ('leaky_relu', 'softplus', 'softplus', 'softplus', 'softplus', 'softplus'))","[6, 6]",0.89222,0.0079667810312572,0.9046,5,10,128
"(('relu', 'relu', 'relu', 'softplus', 'softplus', 'softplus', 'softplus'), ('relu', 'relu', 'softplus', 'softplus', 'softplus'))","[7, 5]",0.89254,0.015367055671142734,0.9092,5,10,128
"(('leaky_relu', 'softplus', 'softplus', 'softplus', 'softplus', 'tanh'), ('leaky_relu', 'leaky_relu', 'relu', 'softplus', 'softplus', 'softplus'))","[6, 6]",0.89268,0.007316392553711121,0.9037,5,10,128
"(('leaky_relu', 'softplus', 'softplus', 'tanh', 'tanh', 'tanh', 'tanh'), ('leaky_relu', 'tanh', 'tanh', 'tanh', 'tanh'))","[7, 5]",0.89642,0.006319936708543843,0.9075,5,10,128
"(('leaky_relu', 'leaky_relu', 'leaky_relu', 'leaky_relu', 'leaky_relu', 'relu', 'softplus'), ('relu', 'tanh', 'tanh', 'tanh', 'tanh'))","[7, 5]",0.8978999999999999,0.007825087858931665,0.9095,5,10,128
"(('leaky_relu', 'leaky_relu', 'leaky_relu', 'relu', 'tanh', 'tanh'), ('leaky_relu', 'relu', 'softplus', 'softplus', 'softplus', 'softplus'))","[6, 6]",0.8928200000000001,0.011963845535612697,0.9052,5,10,128
"(('relu', 'relu', 'tanh', 'tanh', 'tanh', 'tanh', 'tanh'), ('leaky_relu', 'relu', 'relu', 'tanh', 'tanh'))","[7, 5]",0.89352,0.011466368213170207,0.9064,5,10,128
"(('relu', 'relu', 'relu', 'relu', 'relu', 'tanh', 'tanh'), ('relu', 'tanh', 'tanh', 'tanh', 'tanh'))","[7, 5]",0.90084,0.0038118761784716854,0.9057,5,10,128
"(('relu', 'softplus', 'tanh', 'tanh', 'tanh', 'tanh'), ('leaky_relu', 'relu', 'softplus', 'tanh', 'tanh', 'tanh'))","[6, 6]",0.8908200000000001,0.009972040914476812,0.9,5,10,128
"(('leaky_relu', 'leaky_relu', 'relu', 'softplus', 'tanh'), ('leaky_relu', 'leaky_relu', 'leaky_relu', 'relu', 'softplus', 'tanh', 'tanh'))","[5, 7]",0.88826,0.002360169485439545,0.8904,5,10,128
"(('leaky_relu', 'leaky_relu', 'leaky_relu', 'leaky_relu', 'leaky_relu', 'tanh'), ('leaky_relu', 'leaky_relu', 'leaky_relu', 'leaky_relu', 'leaky_relu', 'leaky_relu'))","[6, 6]",0.8991800000000001,0.004814311996536985,0.9054,5,10,128
"(('leaky_relu', 'tanh', 'tanh', 'tanh', 'tanh'), ('leaky_relu', 'leaky_relu', 'leaky_relu', 'leaky_relu', 'softplus', 'tanh', 'tanh'))","[5, 7]",0.87926,0.008974541771032091,0.8876,5,10,128
"(('leaky_relu', 'relu', 'relu', 'relu', 'softplus', 'tanh'), ('relu', 'tanh', 'tanh', 'tanh', 'tanh', 'tanh'))","[6, 6]",0.8941800000000001,0.008942125027083879,0.9024,5,10,128
"(('leaky_relu', 'leaky_relu', 'leaky_relu', 'leaky_relu', 'softplus', 'softplus', 'tanh'), ('leaky_relu', 'relu', 'relu', 'relu', 'softplus'))","[7, 5]",0.8889199999999999,0.015868131585035455,0.9054,5,10,128
"(('leaky_relu', 'relu', 'relu', 'relu', 'softplus', 'softplus', 'softplus'), ('relu', 'softplus', 'softplus', 'tanh', 'tanh'))","[7, 5]",0.8924999999999998,0.011407541365254832,0.9045,5,10,128
"(('relu', 'relu', 'softplus', 'softplus', 'tanh', 'tanh'), ('leaky_relu', 'relu', 'relu', 'relu', 'relu', 'relu'))","[6, 6]",0.8886800000000001,0.008048204768766744,0.8972,5,10,128
"(('leaky_relu', 'leaky_relu', 'leaky_relu', 'leaky_relu', 'leaky_relu', 'relu', 'relu'), ('leaky_relu', 'leaky_relu', 'softplus', 'softplus', 'softplus'))","[7, 5]",0.8948,0.0012521980673998773,0.8963,5,10,128
"(('relu', 'relu', 'relu', 'relu', 'relu', 'softplus'), ('relu', 'relu', 'relu', 'relu', 'relu', 'relu'))","[6, 6]",0.891,0.01228820572744452,0.9045,5,10,128
"(('leaky_relu', 'leaky_relu', 'leaky_relu', 'leaky_relu', 'relu'), ('relu', 'relu', 'relu', 'relu', 'relu', 'softplus', 'softplus'))","[5, 7]",0.8872199999999999,0.008611480708914135,0.8979,5,10,128
"(('leaky_relu', 'leaky_relu', 'relu', 'softplus', 'tanh', 'tanh'), ('leaky_relu', 'relu', 'relu', 'relu', 'tanh', 'tanh'))","[6, 6]",0.8894,0.013462540622037134,0.9089,5,10,128
"(('leaky_relu', 'relu', 'relu', 'softplus', 'tanh'), ('leaky_relu', 'relu', 'relu', 'softplus', 'softplus', 'tanh', 'tanh'))","[5, 7]",0.8784799999999999,0.011127695179146472,0.8903,5,10,128
"(('leaky_relu', 'leaky_relu', 'relu', 'relu', 'relu', 'relu', 'relu'), ('leaky_relu', 'softplus', 'softplus', 'softplus', 'softplus'))","[7, 5]",0.8960000000000001,0.010790922110737372,0.9069,5,10,128
"(('relu', 'relu', 'relu', 'softplus', 'tanh'), ('leaky_relu', 'leaky_relu', 'leaky_relu', 'leaky_relu', 'relu', 'relu', 'relu'))","[5, 7]",0.8784600000000001,0.012745603163444245,0.8919,5,10,128
"(('leaky_relu', 'leaky_relu', 'leaky_relu', 'relu', 'softplus'), ('leaky_relu', 'leaky_relu', 'leaky_relu', 'leaky_relu', 'tanh', 'tanh', 'tanh'))","[5, 7]",0.8916000000000001,0.0024454038521274754,0.8946,5,10,128
"(('leaky_relu', 'leaky_relu', 'leaky_relu', 'leaky_relu', 'leaky_relu', 'relu'), ('relu', 'relu', 'relu', 'tanh', 'tanh', 'tanh'))","[6, 6]",0.8992800000000001,0.005078346187490581,0.9042,5,10,128
"(('relu', 'relu', 'relu', 'relu', 'relu', 'softplus', 'tanh'), ('relu', 'relu', 'softplus', 'tanh', 'tanh'))","[7, 5]",0.8854600000000001,0.011276630702474937,0.8978,5,10,128
"(('relu', 'relu', 'relu', 'softplus', 'softplus', 'tanh'), ('relu', 'tanh', 'tanh', 'tanh', 'tanh', 'tanh'))","[6, 6]",0.89194,0.007398540396591775,0.901,5,10,128
"(('leaky_relu', 'leaky_relu', 'leaky_relu', 'relu', 'softplus'), ('leaky_relu', 'leaky_relu', 'relu', 'relu', 'relu', 'softplus', 'tanh'))","[5, 7]",0.89352,0.005265130577678014,0.9013,5,10,128
"(('leaky_relu', 'relu', 'relu', 'softplus', 'tanh'), ('leaky_relu', 'leaky_relu', 'relu', 'tanh', 'tanh', 'tanh', 'tanh'))","[5, 7]",0.88154,0.01394770231973714,0.8941,5,10,128
"(('relu', 'relu', 'relu', 'tanh', 'tanh', 'tanh'), ('leaky_relu', 'leaky_relu', 'leaky_relu', 'leaky_relu', 'leaky_relu', 'leaky_relu'))","[6, 6]",0.8837800000000001,0.021851626941717623,0.8997,5,10,128
"(('relu', 'relu', 'relu', 'relu', 'relu'), ('relu', 'tanh', 'tanh', 'tanh', 'tanh', 'tanh', 'tanh'))","[5, 7]",0.87644,0.002870261312145624,0.8803,5,10,128
"(('leaky_relu', 'leaky_relu', 'leaky_relu', 'softplus', 'softplus', 'tanh'), ('leaky_relu', 'leaky_relu', 'leaky_relu', 'leaky_relu', 'leaky_relu', 'softplus'))","[6, 6]",0.8949199999999999,0.00750796909956348,0.9039,5,10,128
"(('leaky_relu', 'relu', 'softplus', 'tanh', 'tanh', 'tanh'), ('leaky_relu', 'relu', 'softplus', 'softplus', 'tanh', 'tanh'))","[6, 6]",0.8934000000000001,0.0020474374227311565,0.8973,5,10,128
"(('softplus', 'softplus', 'tanh', 'tanh', 'tanh'), ('leaky_relu', 'leaky_relu', 'leaky_relu', 'tanh', 'tanh', 'tanh', 'tanh'))","[5, 7]",0.8805799999999999,0.005464210830485942,0.887,5,10,128
"(('leaky_relu', 'leaky_relu', 'relu', 'relu', 'softplus', 'softplus', 'softplus'), ('relu', 'softplus', 'softplus', 'softplus', 'tanh'))","[7, 5]",0.90106,0.005998199729918958,0.9066,5,10,128
"(('leaky_relu', 'leaky_relu', 'leaky_relu', 'leaky_relu', 'softplus', 'tanh', 'tanh'), ('leaky_relu', 'leaky_relu', 'leaky_relu', 'softplus', 'tanh'))","[7, 5]",0.8929400000000001,0.007974358908401362,0.9008,5,10,128
"(('softplus', 'softplus', 'tanh', 'tanh', 'tanh', 'tanh'), ('relu', 'relu', 'tanh', 'tanh', 'tanh', 'tanh'))","[6, 6]",0.89272,0.002429320892759949,0.8964,5,10,128
"(('leaky_relu', 'leaky_relu', 'relu', 'relu', 'relu', 'softplus'), ('leaky_relu', 'leaky_relu', 'leaky_relu', 'relu', 'softplus', 'softplus'))","[6, 6]",0.90038,0.00289371733242902,0.903,5,10,128
"(('relu', 'relu', 'tanh', 'tanh', 'tanh', 'tanh', 'tanh'), ('leaky_relu', 'softplus', 'softplus', 'softplus', 'tanh'))","[7, 5]",0.89756,0.0036153008173594524,0.9045,5,10,128
"(('relu', 'relu', 'relu', 'softplus', 'softplus'), ('softplus', 'softplus', 'softplus', 'softplus', 'softplus', 'softplus', 'tanh'))","[5, 7]",0.8905200000000001,0.008798499872137306,0.9021,5,10,128
"(('leaky_relu', 'relu', 'relu', 'relu', 'relu', 'softplus', 'tanh'), ('leaky_relu', 'leaky_relu', 'leaky_relu', 'leaky_relu', 'tanh'))","[7, 5]",0.8943200000000001,0.01127606314278174,0.907,5,10,128
"(('leaky_relu', 'relu', 'softplus', 'tanh', 'tanh', 'tanh'), ('leaky_relu', 'leaky_relu', 'relu', 'softplus', 'softplus', 'tanh'))","[6, 6]",0.8933200000000001,0.004470078299090541,0.9008,5,10,128
"(('leaky_relu', 'leaky_relu', 'softplus', 'softplus', 'tanh', 'tanh', 'tanh'), ('leaky_relu', 'leaky_relu', 'relu', 'softplus', 'tanh'))","[7, 5]",0.8905999999999998,0.010151453097955962,0.9015,5,10,128
"(('leaky_relu', 'softplus', 'softplus', 'softplus', 'tanh', 'tanh', 'tanh'), ('relu', 'softplus', 'softplus', 'tanh', 'tanh'))","[7, 5]",0.8918200000000001,0.007320491786758599,0.9022,5,10,128
"(('leaky_relu', 'leaky_relu', 'tanh', 'tanh', 'tanh', 'tanh'), ('leaky_relu', 'tanh', 'tanh', 'tanh', 'tanh', 'tanh'))","[6, 6]",0.89448,0.006470363204643163,0.9071,5,10,128
"(('relu', 'relu', 'softplus', 'tanh', 'tanh', 'tanh'), ('leaky_relu', 'leaky_relu', 'leaky_relu', 'tanh', 'tanh', 'tanh'))","[6, 6]",0.8935199999999999,0.005178185010213535,0.8984,5,10,128
"(('relu', 'relu', 'softplus', 'softplus', 'tanh', 'tanh', 'tanh'), ('leaky_relu', 'relu', 'tanh', 'tanh', 'tanh'))","[7, 5]",0.8938,0.009042787180952545,0.9042,5,10,128
"(('leaky_relu', 'leaky_relu', 'softplus', 'tanh', 'tanh', 'tanh'), ('leaky_relu', 'leaky_relu', 'leaky_relu', 'leaky_relu', 'tanh', 'tanh'))","[6, 6]",0.89284,0.004037623063140006,0.8998,5,10,128
"(('leaky_relu', 'leaky_relu', 'relu', 'softplus', 'softplus', 'softplus'), ('leaky_relu', 'relu', 'softplus', 'tanh', 'tanh', 'tanh'))","[6, 6]",0.8937999999999999,0.0073579888556588886,0.9048,5,10,128
"(('leaky_relu', 'leaky_relu', 'leaky_relu', 'leaky_relu', 'relu', 'relu'), ('relu', 'softplus', 'softplus', 'tanh', 'tanh', 'tanh'))","[6, 6]",0.89358,0.0050925042955308536,0.9019,5,10,128
"(('relu', 'softplus', 'softplus', 'softplus', 'softplus', 'softplus', 'softplus'), ('leaky_relu', 'relu', 'relu', 'relu', 'softplus'))","[7, 5]",0.87802,0.015891809211037004,0.8987,5,10,128
"(('leaky_relu', 'relu', 'relu', 'softplus', 'softplus'), ('leaky_relu', 'leaky_relu', 'relu', 'relu', 'relu', 'relu', 'relu'))","[5, 7]",0.8879199999999999,0.010318798379656402,0.9026,5,10,128
"(('relu', 'relu', 'relu', 'softplus', 'softplus'), ('leaky_relu', 'leaky_relu', 'leaky_relu', 'leaky_relu', 'relu', 'softplus', 'softplus'))","[5, 7]",0.88168,0.011386202176318498,0.894,5,10,128
"(('leaky_relu', 'leaky_relu', 'relu', 'relu', 'relu', 'tanh'), ('leaky_relu', 'leaky_relu', 'leaky_relu', 'softplus', 'tanh', 'tanh'))","[6, 6]",0.88642,0.0059287098090562785,0.8918,5,10,128
"(('leaky_relu', 'relu', 'softplus', 'softplus', 'softplus'), ('softplus', 'softplus', 'softplus', 'softplus', 'softplus', 'softplus', 'tanh'))","[5, 7]",0.8908400000000001,0.005762846518865473,0.9002,5,10,128
"(('relu', 'relu', 'relu', 'relu', 'softplus', 'softplus', 'tanh'), ('relu', 'relu', 'relu', 'relu', 'softplus'))","[7, 5]",0.88608,0.010437126041205037,0.8967,5,10,128
"(('relu', 'softplus', 'tanh', 'tanh', 'tanh'), ('leaky_relu', 'softplus', 'softplus', 'softplus', 'softplus', 'softplus', 'tanh'))","[5, 7]",0.882,0.007949087998003264,0.8916,5,10,128
"(('leaky_relu', 'softplus', 'softplus', 'softplus', 'softplus'), ('leaky_relu', 'leaky_relu', 'leaky_relu', 'softplus', 'softplus', 'tanh', 'tanh'))","[5, 7]",0.88224,0.009418832199375867,0.8944,5,10,128
"(('relu', 'relu', 'relu', 'softplus', 'tanh'), ('softplus', 'tanh', 'tanh', 'tanh', 'tanh', 'tanh', 'tanh'))","[5, 7]",0.8792200000000001,0.006710111772541511,0.8846,5,10,128
"(('leaky_relu', 'leaky_relu', 'relu', 'relu', 'relu', 'softplus'), ('leaky_relu', 'leaky_relu', 'relu', 'softplus', 'softplus', 'softplus'))","[6, 6]",0.898,0.01021077861869507,0.9091,5,10,128
"(('relu', 'relu', 'softplus', 'softplus', 'tanh'), ('leaky_relu', 'relu', 'relu', 'relu', 'relu', 'tanh', 'tanh'))","[5, 7]",0.8827200000000002,0.0058001379293944255,0.8901,5,10,128
"(('softplus', 'softplus', 'tanh', 'tanh', 'tanh', 'tanh'), ('leaky_relu', 'leaky_relu', 'relu', 'relu', 'relu', 'tanh'))","[6, 6]",0.89826,0.0067707015884618475,0.9096,5,10,128
"(('leaky_relu', 'leaky_relu', 'leaky_relu', 'leaky_relu', 'leaky_relu', 'softplus', 'softplus'), ('leaky_relu', 'relu', 'softplus', 'softplus', 'tanh'))","[7, 5]",0.8977599999999999,0.0035057666779179718,0.9022,5,10,128
"(('leaky_relu', 'leaky_relu', 'relu', 'tanh', 'tanh'), ('leaky_relu', 'leaky_relu', 'leaky_relu', 'relu', 'relu', 'relu', 'relu'))","[5, 7]",0.8834799999999999,0.010042987603298111,0.8992,5,10,128
"(('leaky_relu', 'leaky_relu', 'leaky_relu', 'leaky_relu', 'relu', 'relu', 'relu'), ('leaky_relu', 'leaky_relu', 'leaky_relu', 'leaky_relu', 'softplus'))","[7, 5]",0.8975199999999999,0.00421966823340413,0.9034,5,10,128
"(('leaky_relu', 'softplus', 'softplus', 'softplus', 'softplus', 'tanh'), ('relu', 'relu', 'relu', 'relu', 'softplus', 'tanh'))","[6, 6]",0.8937799999999999,0.0038958439393795203,0.8981,5,10,128
"(('relu', 'relu', 'relu', 'relu', 'tanh'), ('relu', 'relu', 'relu', 'relu', 'relu', 'softplus', 'tanh'))","[5, 7]",0.87438,0.014317876937590982,0.8909,5,10,128
"(('leaky_relu', 'softplus', 'softplus', 'softplus', 'tanh'), ('relu', 'relu', 'relu', 'relu', 'relu', 'softplus', 'tanh'))","[5, 7]",0.8880399999999999,0.004313049964932004,0.8941,5,10,128
"(('softplus', 'softplus', 'tanh', 'tanh', 'tanh', 'tanh'), ('relu', 'softplus', 'softplus', 'softplus', 'tanh', 'tanh'))","[6, 6]",0.8967,0.006743292964123661,0.9046,5,10,128
"(('relu', 'tanh', 'tanh', 'tanh', 'tanh'), ('leaky_relu', 'softplus', 'softplus', 'softplus', 'softplus', 'softplus', 'tanh'))","[5, 7]",0.8859600000000001,0.005675068281527567,0.8957,5,10,128
"(('softplus', 'softplus', 'tanh', 'tanh', 'tanh', 'tanh'), ('leaky_relu', 'leaky_relu', 'leaky_relu', 'relu', 'relu', 'tanh'))","[6, 6]",0.8926400000000001,0.009200565200029842,0.907,5,10,128
"(('relu', 'softplus', 'softplus', 'softplus', 'tanh', 'tanh'), ('leaky_relu', 'leaky_relu', 'leaky_relu', 'leaky_relu', 'relu', 'relu'))","[6, 6]",0.8891200000000001,0.017124064937975445,0.9032,5,10,128
"(('leaky_relu', 'relu', 'softplus', 'softplus', 'softplus'), ('leaky_relu', 'leaky_relu', 'leaky_relu', 'leaky_relu', 'relu', 'softplus', 'softplus'))","[5, 7]",0.88928,0.010954159027510978,0.897,5,10,128
"(('leaky_relu', 'relu', 'relu', 'relu', 'softplus'), ('leaky_relu', 'leaky_relu', 'relu', 'softplus', 'tanh', 'tanh', 'tanh'))","[5, 7]",0.88156,0.013250901856100195,0.8939,5,10,128
"(('leaky_relu', 'relu', 'relu', 'relu', 'relu', 'relu', 'softplus'), ('relu', 'softplus', 'tanh', 'tanh', 'tanh'))","[7, 5]",0.88338,0.014227494508872595,0.9034,5,10,128
"(('leaky_relu', 'leaky_relu', 'leaky_relu', 'relu', 'softplus', 'tanh'), ('leaky_relu', 'leaky_relu', 'leaky_relu', 'leaky_relu', 'softplus', 'tanh'))","[6, 6]",0.8967400000000001,0.0058588736118814055,0.9049,5,10,128
"(('leaky_relu', 'relu', 'relu', 'tanh', 'tanh', 'tanh', 'tanh'), ('leaky_relu', 'leaky_relu', 'leaky_relu', 'leaky_relu', 'leaky_relu'))","[7, 5]",0.8944600000000001,0.006460216714631162,0.9054,5,10,128
"(('leaky_relu', 'leaky_relu', 'leaky_relu', 'leaky_relu', 'relu', 'tanh', 'tanh'), ('leaky_relu', 'relu', 'relu', 'tanh', 'tanh'))","[7, 5]",0.8946200000000001,0.006088480927127895,0.9041,5,10,128
"(('leaky_relu', 'relu', 'softplus', 'softplus', 'tanh'), ('leaky_relu', 'leaky_relu', 'leaky_relu', 'leaky_relu', 'leaky_relu', 'softplus', 'softplus'))","[5, 7]",0.8771999999999999,0.017812804383364234,0.9013,5,10,128
"(('leaky_relu', 'leaky_relu', 'leaky_relu', 'leaky_relu', 'softplus', 'softplus', 'softplus'), ('softplus', 'softplus', 'softplus', 'softplus', 'tanh'))","[7, 5]",0.8968,0.006310625959443328,0.907,5,10,128
"(('leaky_relu', 'leaky_relu', 'relu', 'relu', 'softplus', 'softplus'), ('relu', 'softplus', 'tanh', 'tanh', 'tanh', 'tanh'))","[6, 6]",0.88846,0.007604104154994184,0.8967,5,10,128
"(('leaky_relu', 'leaky_relu', 'leaky_relu', 'leaky_relu', 'leaky_relu', 'softplus', 'tanh'), ('leaky_relu', 'relu', 'relu', 'softplus', 'tanh'))","[7, 5]",0.8908799999999999,0.00819790217067756,0.8993,5,10,128
"(('softplus', 'softplus', 'softplus', 'softplus', 'softplus', 'softplus'), ('leaky_relu', 'leaky_relu', 'leaky_relu', 'leaky_relu', 'leaky_relu', 'leaky_relu'))","[6, 6]",0.89692,0.00787182316874561,0.9025,5,10,128
"(('relu', 'relu', 'relu', 'tanh', 'tanh'), ('leaky_relu', 'relu', 'relu', 'relu', 'softplus', 'softplus', 'softplus'))","[5, 7]",0.8760999999999999,0.012493678401495685,0.8892,5,10,128
"(('leaky_relu', 'relu', 'relu', 'softplus', 'softplus', 'tanh'), ('relu', 'relu', 'softplus', 'softplus', 'tanh', 'tanh'))","[6, 6]",0.8917399999999999,0.008419643697924514,0.9006,5,10,128
"(('leaky_relu', 'leaky_relu', 'relu', 'relu', 'relu', 'relu', 'softplus'), ('leaky_relu', 'relu', 'relu', 'relu', 'tanh'))","[7, 5]",0.8964399999999999,0.011289924711883604,0.9085,5,10,128
"(('leaky_relu', 'leaky_relu', 'leaky_relu', 'leaky_relu', 'relu'), ('leaky_relu', 'leaky_relu', 'leaky_relu', 'relu', 'relu', 'relu', 'relu'))","[5, 7]",0.8894,0.011260017761975352,0.9031,5,10,128
"(('leaky_relu', 'leaky_relu', 'leaky_relu', 'leaky_relu', 'softplus', 'softplus', 'softplus'), ('leaky_relu', 'relu', 'relu', 'relu', 'relu'))","[7, 5]",0.87598,0.0230536244438917,0.9063,5,10,128
"(('leaky_relu', 'relu', 'softplus', 'softplus', 'softplus', 'tanh'), ('leaky_relu', 'relu', 'softplus', 'softplus', 'tanh', 'tanh'))","[6, 6]",0.9014,0.0015126136320951324,0.9031,5,10,128
"(('leaky_relu', 'leaky_relu', 'relu', 'relu', 'relu', 'softplus', 'softplus'), ('relu', 'softplus', 'tanh', 'tanh', 'tanh'))","[7, 5]",0.8848600000000001,0.014608299011178537,0.8966,5,10,128
"(('leaky_relu', 'leaky_relu', 'leaky_relu', 'leaky_relu', 'tanh', 'tanh'), ('relu', 'softplus', 'softplus', 'softplus', 'softplus', 'tanh'))","[6, 6]",0.89316,0.008835519226395241,0.9039,5,10,128
"(('leaky_relu', 'relu', 'softplus', 'softplus', 'tanh', 'tanh', 'tanh'), ('leaky_relu', 'leaky_relu', 'leaky_relu', 'softplus', 'softplus'))","[7, 5]",0.87916,0.009223795314294436,0.8959,5,10,128
"(('leaky_relu', 'leaky_relu', 'leaky_relu', 'relu', 'softplus'), ('leaky_relu', 'leaky_relu', 'leaky_relu', 'leaky_relu', 'softplus', 'softplus', 'tanh'))","[5, 7]",0.8941399999999999,0.0030630703550522794,0.8988,5,10,128
"(('leaky_relu', 'leaky_relu', 'relu', 'relu', 'relu'), ('relu', 'relu', 'relu', 'relu', 'softplus', 'tanh', 'tanh'))","[5, 7]",0.8808399999999998,0.006770996972381559,0.8897,5,10,128
"(('leaky_relu', 'leaky_relu', 'relu', 'softplus', 'softplus'), ('leaky_relu', 'leaky_relu', 'leaky_relu', 'relu', 'tanh', 'tanh', 'tanh'))","[5, 7]",0.88928,0.006218488562343762,0.8958,5,10,128
"(('leaky_relu', 'leaky_relu', 'relu', 'relu', 'relu', 'tanh', 'tanh'), ('leaky_relu', 'leaky_relu', 'relu', 'tanh', 'tanh'))","[7, 5]",0.8902599999999999,0.00934271909028629,0.8982,5,10,128
"(('leaky_relu', 'leaky_relu', 'leaky_relu', 'relu', 'relu', 'relu'), ('leaky_relu', 'softplus', 'softplus', 'tanh', 'tanh', 'tanh'))","[6, 6]",0.89308,0.009426218754092237,0.9054,5,10,128
"(('leaky_relu', 'leaky_relu', 'leaky_relu', 'leaky_relu', 'softplus'), ('leaky_relu', 'relu', 'relu', 'relu', 'relu', 'tanh', 'tanh'))","[5, 7]",0.88896,0.004652569182720436,0.8939,5,10,128
"(('relu', 'relu', 'relu', 'softplus', 'tanh'), ('leaky_relu', 'leaky_relu', 'leaky_relu', 'tanh', 'tanh', 'tanh', 'tanh'))","[5, 7]",0.8667,0.021050700700926784,0.8924,5,10,128
"(('relu', 'relu', 'softplus', 'softplus', 'tanh'), ('leaky_relu', 'leaky_relu', 'leaky_relu', 'softplus', 'softplus', 'softplus', 'softplus'))","[5, 7]",0.88246,0.00790761658149915,0.8918,5,10,128
"(('leaky_relu', 'leaky_relu', 'leaky_relu', 'relu', 'relu', 'softplus', 'softplus'), ('leaky_relu', 'relu', 'softplus', 'softplus', 'softplus'))","[7, 5]",0.89438,0.008686863645758474,0.9025,5,10,128
"(('leaky_relu', 'leaky_relu', 'leaky_relu', 'leaky_relu', 'leaky_relu', 'leaky_relu', 'relu'), ('leaky_relu', 'relu', 'relu', 'tanh', 'tanh'))","[7, 5]",0.88606,0.016892199383147233,0.9027,5,10,128
"(('relu', 'relu', 'relu', 'relu', 'softplus', 'softplus', 'softplus'), ('leaky_relu', 'leaky_relu', 'relu', 'softplus', 'tanh'))","[7, 5]",0.8976000000000001,0.00985312133285691,0.9165,5,10,128
"(('leaky_relu', 'leaky_relu', 'leaky_relu', 'leaky_relu', 'leaky_relu', 'relu'), ('leaky_relu', 'leaky_relu', 'leaky_relu', 'leaky_relu', 'leaky_relu', 'softplus'))","[6, 6]",0.90274,0.006092815441156901,0.9097,5,10,128
"(('leaky_relu', 'leaky_relu', 'leaky_relu', 'relu', 'relu', 'softplus', 'tanh'), ('leaky_relu', 'leaky_relu', 'relu', 'tanh', 'tanh'))","[7, 5]",0.8907399999999999,0.016640624988262902,0.9066,5,10,128
"(('softplus', 'softplus', 'softplus', 'softplus', 'softplus'), ('leaky_relu', 'leaky_relu', 'leaky_relu', 'relu', 'softplus', 'tanh', 'tanh'))","[5, 7]",0.8818400000000001,0.006494182011616236,0.8915,5,10,128
"(('leaky_relu', 'leaky_relu', 'relu', 'softplus', 'softplus', 'softplus', 'tanh'), ('relu', 'softplus', 'softplus', 'softplus', 'tanh'))","[7, 5]",0.8972200000000001,0.009712754501170106,0.9042,5,10,128
"(('relu', 'relu', 'relu', 'relu', 'relu', 'relu'), ('leaky_relu', 'softplus', 'softplus', 'softplus', 'tanh', 'tanh'))","[6, 6]",0.8878199999999999,0.013573120496039226,0.8999,5,10,128
"(('relu', 'softplus', 'softplus', 'softplus', 'softplus', 'softplus', 'softplus'), ('relu', 'relu', 'relu', 'tanh', 'tanh'))","[7, 5]",0.8939199999999999,0.0041067748903488785,0.8981,5,10,128
